"","MI","Ischemic stroke","Death (all causes)","Transient ischemic attack (TIA)","Clinically relevant bleeding","SE","ICH"
"45459",1,3.316,1.022,0.2013,0.4116,7.371,0.4116
"45460",1,3.577,1.932,11.42,0.3768,38.06,0.3768
"45461",1,4.008,1.875,1.341,0.2122,1.736,0.2122
"45462",1,3.364,1.546,0.08053,0.3533,1.849,0.3533
"45463",1,3.627,1.101,0.369,0.2749,21.85,0.2749
"45464",1,3.656,1.34,13.71,0.4777,0.1262,0.4777
"45465",1,3.547,1.415,17.27,0.6945,3.912,0.6945
"45466",1,3.08,1.367,0.9827,0.3563,0.1404,0.3563
"45467",1,3.489,1.405,2.289,0.5071,17.23,0.5071
"45468",1,3.139,1.648,8.42,0.3657,0.4064,0.3657
"45469",1,2.53,1.442,0.1901,0.5017,6.724,0.5017
"45470",1,2.73,2.244,2.227,0.461,5.48,0.461
"45471",1,2.979,0.7152,1.216,0.86,1.537,0.86
"45472",1,3.067,1.079,0.6755,0.5792,0.9431,0.5792
"45473",1,2.765,1.305,0.994,0.4778,0.05324,0.4778
"45474",1,3.039,5.872,1.664,0.6731,0.006506,0.6731
"45475",1,2.791,0.2372,0.9422,0.3219,310.5,0.3219
"45476",1,2.894,2.364,0.2313,0.3863,0.04842,0.3863
"45477",1,3.088,1.437,1.772,0.4985,0.02582,0.4985
"45478",1,2.975,1.231,1.334,0.6303,2.567,0.6303
"45479",1,2.746,1.157,0.4752,0.5463,1.562,0.5463
"45480",1,2.454,0.7896,10.66,0.3927,1.395,0.3927
"45481",1,2.674,1.293,3.109,0.3694,1.232,0.3694
"45482",1,2.498,1.518,0.1869,0.7145,0.2615,0.7145
"45483",1,3.015,1.416,2.616,0.6024,5.757,0.6024
"45484",1,2.397,1.521,3.147,0.3896,4.834,0.3896
"45485",1,2.661,1.877,2.152,0.4446,1.356,0.4446
"45486",1,2.645,1.295,0.5906,0.4317,1.111,0.4317
"45487",1,2.633,1.373,0.2831,0.3988,1.35,0.3988
"45488",1,2.691,1.628,12.04,0.2188,1.545,0.2188
"45489",1,2.592,1.156,0.5055,0.1899,1.361,0.1899
"45490",1,2.687,1.492,0.4533,0.3817,1.871,0.3817
"45491",1,2.396,0.7483,2.11,0.5924,1.927,0.5924
"45492",1,2.404,0.8479,0.2593,0.4512,2.161,0.4512
"45493",1,2.195,2.323,3.386,0.4052,1.93,0.4052
"45494",1,2.123,1.845,2.244,0.07044,1.809,0.07044
"45495",1,2.117,2.145,3.432,0.4056,1.809,0.4056
"45496",1,1.96,1.694,0.1045,0.8903,1.842,0.8903
"45497",1,2.114,1.876,3.549,0.5629,1.85,0.5629
"45498",1,2.48,1.007,0.4744,0.4768,1.782,0.4768
"45499",1,2.025,1.343,0.4313,0.7335,1.899,0.7335
"45500",1,2.314,1.584,0.04805,0.366,1.905,0.366
"45501",1,2.489,1.882,0.1295,0.2511,1.913,0.2511
"45502",1,1.935,1.87,0.04055,0.6483,1.767,0.6483
"45503",1,2.298,1.645,3.455,0.3645,1.867,0.3645
"45504",1,1.806,1.846,1.188,0.4863,1.878,0.4863
"45505",1,2.051,1.728,0.006717,0.3444,1.839,0.3444
"45506",1,1.873,1.587,0.2499,0.2511,2.008,0.2511
"45507",1,1.899,1.822,0.0264,0.6143,1.834,0.6143
"45508",1,1.841,1.628,19.16,0.4871,1.697,0.4871
"45509",1,1.971,1.626,0.07473,0.387,1.892,0.387
"45510",1,2.026,1.598,0.01399,0.2501,1.76,0.2501
"45511",1,2.002,1.615,0.1102,0.318,1.504,0.318
"45512",1,1.93,1.841,0.168,0.4883,1.394,0.4883
"45513",1,2.009,1.92,0.2938,0.4284,1.435,0.4284
"45514",1,2.336,1.58,0.2892,0.4759,1.373,0.4759
"45515",1,1.81,1.393,0.1121,0.5735,1.423,0.5735
"45516",1,1.998,1.671,0.1109,0.3868,1.385,0.3868
"45517",1,1.872,0.898,1.372,0.3786,1.494,0.3786
"45518",1,2.133,1.339,0.125,0.3069,1.495,0.3069
"45519",1,2.127,0.7906,0.02122,0.5777,1.764,0.5777
"45520",1,1.983,2.166,0.0449,0.6072,1.488,0.6072
"45521",1,2.402,1.521,0.1341,0.929,1.928,0.929
"45522",1,2.265,1.589,0.1073,0.7544,0.8411,0.7544
"45523",1,2.254,1.765,2.575,0.4858,0.9419,0.4858
"45524",1,2.231,1.716,0.1942,0.3489,1.803,0.3489
"45525",1,2.295,1.082,0.5529,0.54,1.395,0.54
"45526",1,2.295,1.636,6.975,0.5543,1.303,0.5543
"45527",1,2.305,2.167,4.753,0.5374,1.808,0.5374
"45528",1,2.447,1.545,5.047,0.5759,1.777,0.5759
"45529",1,2.372,1.884,5.039,0.5128,1.988,0.5128
"45530",1,2.592,2.253,4.225,0.5963,1.039,0.5963
"45531",1,2.746,1.061,0.5057,0.5124,0.8869,0.5124
"45532",1,3.249,1.812,4.582,0.5275,2.323,0.5275
"45533",1,2.127,0.809,0.4571,0.4904,4.147,0.4904
"45534",1,2.429,2.792,0.5562,0.4344,32.83,0.4344
"45535",1,3,0.7923,0.3901,0.4385,1.625,0.4385
"45536",1,2.268,0.6427,1.305,0.6857,0.1322,0.6857
"45537",1,2.262,2.233,1.68,0.2842,10.11,0.2842
"45538",1,2.459,0.9753,0.6603,0.3608,1.232,0.3608
"45539",1,2.931,0.6583,2.727,0.331,0.03531,0.331
"45540",1,2.851,1.984,5.272,0.4205,0.4139,0.4205
"45541",1,3.027,2.188,0.363,0.3627,2.531,0.3627
"45542",1,3.246,0.5717,0.443,0.4652,4.316,0.4652
"45543",1,5.091,0.9778,4.871,0.2963,2.295,0.2963
"45544",1,4.621,1.567,1.63,0.4997,1.279,0.4997
"45545",1,2.714,1.962,3.218,0.5579,17.88,0.5579
"45546",1,6.582,1.556,0.1991,0.5005,2.49,0.5005
"45547",1,3.869,0.9575,3.253,0.5462,1.06,0.5462
"45548",1,1.884,1.193,1.191,0.7627,7.824,0.7627
"45549",1,2.76,1.245,0.6669,0.5012,3.643,0.5012
"45550",1,3.102,1.521,4.674,0.5989,403.8,0.5989
"45551",1,4.311,2.184,0.04203,0.2757,25.48,0.2757
"45552",1,3.857,1.515,1.047,0.578,4.607,0.578
"45553",1,3.666,3.636,0.7681,0.6728,0.4088,0.6728
"45554",1,3.361,1.236,1.902,0.7015,24.89,0.7015
"45555",1,4.877,1.947,7.104,0.4287,103.7,0.4287
"45556",1,3.782,2.352,0.7655,0.4185,4.789,0.4185
"45557",1,3.565,1.652,1.581,0.3826,35.55,0.3826
"45558",1,4.005,1.202,0.1751,0.4991,1.546,0.4991
"45559",1,3.395,2.28,0.3431,0.7442,3.113,0.7442
"45560",1,2.849,2.142,10.86,0.4142,6.832,0.4142
"45561",1,3.809,1.193,0.2191,0.2955,2.964,0.2955
"45562",1,2.748,2.88,1.188,0.5144,4.749,0.5144
"45563",1,4.165,2.923,1.119,0.5809,1.849,0.5809
"45564",1,3.158,1.351,10.01,0.3903,2.838,0.3903
"45565",1,2.973,0.6936,0.1525,0.4057,4.02,0.4057
"45566",1,3.553,1.855,4.763,0.7949,0.6261,0.7949
"45567",1,3.214,2.547,3.878,0.5797,14.85,0.5797
"45568",1,2.975,2.02,1.066,0.5544,8.739,0.5544
"45569",1,3.335,3.04,1.278,0.5185,0.1667,0.5185
"45570",1,3.415,0.8116,0.1581,0.4072,3.622,0.4072
"45571",1,2.762,2.666,0.7359,0.4917,121.7,0.4917
"45572",1,3.153,1.715,4.139,0.4287,9.168,0.4287
"45573",1,3.444,1.644,0.2214,0.5121,4.763,0.5121
"45574",1,3.251,3.878,0.18,0.6262,0.7331,0.6262
"45575",1,3.13,0.9223,0.3822,0.3835,10.55,0.3835
"45576",1,3.1,1.96,0.07916,0.5227,2.173,0.5227
"45577",1,3.179,1.464,5.203,0.6942,0.8656,0.6942
"45578",1,3.083,2.046,1.018,0.515,2.378,0.515
"45579",1,3.354,1.296,0.3563,0.5207,16.45,0.5207
"45580",1,3.24,1.135,5.294,0.5447,4.17,0.5447
"45581",1,3.236,2.15,17.27,0.535,4.317,0.535
"45582",1,3.589,1.759,85.66,0.495,17.04,0.495
"45583",1,3.471,1.398,8.55,0.5001,2.88,0.5001
"45584",1,3.137,2.376,0.6045,0.4988,45.45,0.4988
"45585",1,3.595,1.854,4.893,0.4642,2.724,0.4642
"45586",1,3.548,2.016,15.35,0.4837,5.309,0.4837
"45587",1,3.425,1.135,2.32,0.5128,1.4,0.5128
"45588",1,3.271,1.468,2.086,0.5152,2.887,0.5152
"45589",1,3.768,1.039,3.933,0.5266,0.3155,0.5266
"45590",1,3.558,1.741,2.771,0.5017,2.68,0.5017
"45591",1,3.298,1.427,2.373,0.5212,33.38,0.5212
"45592",1,3.98,0.612,2.032,0.536,33.9,0.536
"45593",1,3.529,0.9976,1.392,0.5423,12.93,0.5423
"45594",1,3.666,4.644,1.679,0.519,1.912,0.519
"45595",1,3.386,5.755,1.069,0.5651,17.66,0.5651
"45596",1,3.549,1.371,1.007,0.5851,8.601,0.5851
"45597",1,3.239,1.318,1.126,0.5447,5.212,0.5447
"45598",1,3.335,1.581,3.44,0.5505,135.1,0.5505
"45599",1,4.008,1.748,4.11,0.5905,16.44,0.5905
"45600",1,3.528,1.699,4.542,0.4628,1.359,0.4628
"45601",1,3.797,1.669,9.758,0.494,1.913,0.494
"45602",1,4.088,1.904,0.3357,0.5942,15.67,0.5942
"45603",1,3.859,1.534,0.4951,0.5284,9.679,0.5284
"45604",1,4.134,1.327,0.8183,0.5249,1.153,0.5249
"45605",1,3.932,1.877,1.006,0.5509,9.837,0.5509
"45606",1,3.17,1.614,3.196,0.5465,11.05,0.5465
"45607",1,3.618,2.373,4.061,0.5603,90.89,0.5603
"45608",1,3.927,0.5831,1.449,0.7016,17.05,0.7016
"45609",1,3.387,1.657,5.292,0.5171,1.879,0.5171
"45610",1,3.48,0.5623,2.179,0.4171,3.038,0.4171
"45611",1,3.139,0.8035,1.471,0.5378,5.808,0.5378
"45612",1,2.758,1.845,1.933,0.5766,4.119,0.5766
"45613",1,3.254,2.011,0.8784,0.5329,3.525,0.5329
"45614",1,3.069,1.562,1.681,0.4109,1.935,0.4109
"45615",1,3.032,1.787,1.389,0.4328,1.472,0.4328
"45616",1,2.92,1.312,2.823,0.4658,2.684,0.4658
"45617",1,2.804,1.574,1.598,0.5292,5.087,0.5292
"45618",1,3.276,1.317,1.638,0.5778,2.314,0.5778
"45619",1,3.934,1.393,1.935,0.2454,3.95,0.2454
"45620",1,3.296,1.298,1.656,0.8494,2.364,0.8494
"45621",1,3.047,1.657,2.006,0.2444,3.202,0.2444
"45622",1,3.251,1.122,1.933,0.4287,6.588,0.4287
"45623",1,3.037,1.541,2.863,0.4428,5.169,0.4428
"45624",1,2.937,1.282,2.393,0.6156,5.576,0.6156
"45625",1,2.799,1.286,2.262,0.4598,5.106,0.4598
"45626",1,3.098,1.159,2.407,0.7622,5.335,0.7622
"45627",1,2.778,1.076,2.185,0.5034,4.918,0.5034
"45628",1,2.635,1.035,2.459,0.4359,4.19,0.4359
"45629",1,2.714,1.1,2.29,0.5398,5.344,0.5398
"45630",1,2.989,1.09,2.797,0.5616,6.713,0.5616
"45631",1,2.284,1.473,1.787,0.4231,9.091,0.4231
"45632",1,2.419,1.674,1.892,0.5645,13.37,0.5645
"45633",1,2.72,2.39,3.246,0.6293,2.563,0.6293
"45634",1,2.294,2.46,1.553,0.5545,0.1641,0.5545
"45635",1,2.645,2.052,2.433,0.4293,2.058,0.4293
"45636",1,2.449,1.423,6.129,0.3066,0.2609,0.3066
"45637",1,2.486,2.178,3.372,0.3382,18.88,0.3382
"45638",1,2.418,2.018,2.127,0.2899,3.989,0.2899
"45639",1,2.206,1.265,1.014,0.3685,146.1,0.3685
"45640",1,2.547,1.086,0.6044,0.4485,1.792,0.4485
"45641",1,2.076,1.009,74.04,0.5806,20.67,0.5806
"45642",1,2.328,1.668,0.1832,0.4675,5.187,0.4675
"45643",1,2.249,1.802,17.85,0.416,1.818,0.416
"45644",1,2.038,1.314,3.834,0.3541,1.665,0.3541
"45645",1,2.665,2.279,0.6798,0.6031,0.7592,0.6031
"45646",1,2.376,0.5931,6.472,0.5205,23.38,0.5205
"45647",1,2.22,1.189,3.824,0.413,90.03,0.413
"45648",1,2.279,3.201,4.216,0.5056,9.259,0.5056
"45649",1,2.258,1.086,4.034,0.3916,2.088,0.3916
"45650",1,2.288,1.489,4.63,0.5116,24.76,0.5116
"45651",1,2.348,1.027,2.485,0.4375,0.8502,0.4375
"45652",1,2.576,0.8966,1.275,0.4703,3.8,0.4703
"45653",1,2.496,3.406,0.4897,0.5848,24.33,0.5848
"45654",1,2.284,4.648,0.7083,0.5307,5.117,0.5307
"45655",1,2.452,1.13,0.9386,0.6116,0.2969,0.6116
"45656",1,2.337,1.324,1.661,0.4372,5.224,0.4372
"45657",1,2.26,0.558,3.999,0.5322,1.535,0.5322
"45658",1,2.058,2.206,1.702,0.5445,77.18,0.5445
"45659",1,2.312,1.347,2.908,0.7077,0.5129,0.7077
"45660",1,2.196,1.116,2.221,0.6167,1.193,0.6167
"45661",1,2.249,0.7277,1.737,0.6398,0.2388,0.6398
"45662",1,2.269,1.681,1.177,0.484,0.3678,0.484
"45663",1,2.268,1.895,2.458,0.3563,0.7298,0.3563
"45664",1,2.179,2.037,7.741,0.2575,20.38,0.2575
"45665",1,2.212,1.315,3.527,0.4897,0.9367,0.4897
"45666",1,2.183,1.319,3.231,0.4006,4.945,0.4006
"45667",1,2.208,1.827,1.72,0.4545,87.48,0.4545
"45668",1,2.255,3.665,1.786,0.4783,2.053,0.4783
"45669",1,2.235,1.875,2.787,0.3737,0.339,0.3737
"45670",1,2.237,2.389,0.9981,0.4121,1.284,0.4121
"45671",1,2.239,1.239,1.1,0.5847,2.884,0.5847
"45672",1,2.21,2.201,7.328,0.5983,15.13,0.5983
"45673",1,2.171,1.972,5.234,0.5033,38.93,0.5033
"45674",1,2.216,1.411,1.438,0.6779,25.73,0.6779
"45675",1,2.237,1.728,1.79,0.9163,1.699,0.9163
"45676",1,2.255,1.369,0.4549,0.2952,1.356,0.2952
"45677",1,2.278,2.241,5.803,0.6021,2.529,0.6021
"45678",1,2.251,1.689,2.465,0.5655,3.255,0.5655
"45679",1,2.169,2.611,1.842,0.6579,8.506,0.6579
"45680",1,2.171,2.783,0.1756,0.454,9.147,0.454
"45681",1,2.128,2.985,0.2837,0.4252,6.721,0.4252
"45682",1,2.179,2.887,0.6506,0.3232,2.319,0.3232
"45683",1,2.18,2.467,0.7812,0.45,2.58,0.45
"45684",1,2.275,2.951,0.494,0.3358,2.145,0.3358
"45685",1,2.189,1.182,1.178,0.4366,10.7,0.4366
"45686",1,2.477,1.889,2.236,0.5789,2.598,0.5789
"45687",1,2.516,1.026,4.83,0.5022,4.212,0.5022
"45688",1,2.396,2.945,2.809,0.6019,4.666,0.6019
"45689",1,2.268,0.9505,2.602,0.5119,0.5341,0.5119
"45690",1,2.34,1.805,1.706,0.5258,3.604,0.5258
"45691",1,2.483,3.539,0.8661,0.5774,3.449,0.5774
"45692",1,2.483,0.8044,3.387,0.5383,0.4392,0.5383
"45693",1,2.498,4.481,1.455,0.4426,13.94,0.4426
"45694",1,2.354,0.1513,1.15,0.4314,36.33,0.4314
"45695",1,2.43,219.5,2.712,0.4442,62.82,0.4442
"45696",1,2.432,9.831,1.436,0.6078,0.8787,0.6078
"45697",1,2.357,6.379,1.708,0.534,2.771,0.534
"45698",1,2.352,6.032,3.419,0.5737,0.1697,0.5737
"45699",1,2.411,0.8956,2.138,0.598,2.227,0.598
"45700",1,2.345,4.374,2.15,0.4293,496,0.4293
"45701",1,2.428,2.184,3.298,0.3931,0.6291,0.3931
"45702",1,2.308,1.614,2.469,0.4128,0.7676,0.4128
"45703",1,2.32,4.235,2.278,0.375,12.05,0.375
"45704",1,2.336,3.325,2.409,0.422,1.323,0.422
"45705",1,2.302,0.552,2.274,0.5855,2.583,0.5855
"45706",1,2.329,1.149,1.814,0.3886,1.538,0.3886
"45707",1,2.378,0.5389,1.176,0.4343,2.194,0.4343
"45708",1,2.495,1.585,2.427,0.5917,0.7359,0.5917
"45709",1,2.395,0.7809,1.483,0.5758,4.433,0.5758
"45710",1,2.335,0.8754,1.368,0.7126,4.585,0.7126
"45711",1,2.214,1.246,2.462,0.4016,1.103,0.4016
"45712",1,2.239,1.036,1.683,0.4565,40.67,0.4565
"45713",1,2.209,0.9115,1.066,0.5639,4.773,0.5639
"45714",1,2.311,0.7515,1.064,0.377,5.667,0.377
"45715",1,2.29,5.033,2.589,0.6257,2.104,0.6257
"45716",1,2.411,1.408,4.376,0.7233,6.429,0.7233
"45717",1,2.363,0.8977,2.631,0.4868,3.168,0.4868
"45718",1,2.357,1.222,4.812,0.4143,5.643,0.4143
"45719",1,2.435,1.237,3.387,0.63,5.68,0.63
"45720",1,2.404,0.9208,4.14,0.4058,2.302,0.4058
"45721",1,2.297,1.355,4.139,0.5053,4.888,0.5053
"45722",1,2.34,1.247,2.693,0.5747,4.354,0.5747
"45723",1,2.292,1.04,4.35,0.4603,5.244,0.4603
"45724",1,2.439,0.414,4.999,0.4926,2.337,0.4926
"45725",1,2.388,6.328,4.77,0.6186,2.471,0.6186
"45726",1,2.437,4.813,3.753,0.4773,3.128,0.4773
"45727",1,2.25,0.4975,4.088,0.4991,1.691,0.4991
"45728",1,2.848,1.127,6.347,0.5941,7.196,0.5941
"45729",1,2.677,0.8395,6.811,0.5473,2.117,0.5473
"45730",1,2.624,2.043,1.596,0.4303,2.283,0.4303
"45731",1,2.608,0.8307,7.498,0.3538,1.017,0.3538
"45732",1,2.809,0.5884,3.679,0.6072,2.741,0.6072
"45733",1,2.786,0.4793,3.58,0.6691,1.642,0.6691
"45734",1,2.781,0.7855,3.645,0.5851,1.828,0.5851
"45735",1,2.854,1.339,5.436,0.453,5.278,0.453
"45736",1,2.698,1.383,1.023,0.4319,7.139,0.4319
"45737",1,2.981,0.8937,0.6332,0.4049,4.15,0.4049
"45738",1,2.877,0.5818,12.66,0.4423,1.112,0.4423
"45739",1,2.995,0.7025,1.718,0.457,1.915,0.457
"45740",1,3.018,0.9641,0.8751,0.4849,1.572,0.4849
"45741",1,2.547,3.281,0.1591,0.625,1.327,0.625
"45742",1,3.107,1.588,0.5208,0.5387,4.007,0.5387
"45743",1,3.316,1.685,1.067,0.3781,6.805,0.3781
"45744",1,2.598,0.6339,0.4838,0.3467,1.617,0.3467
"45745",1,3.037,0.08987,0.8726,0.4355,2.256,0.4355
"45746",1,3.953,0.3012,1.817,0.6735,6.888,0.6735
"45747",1,4.01,4.079,2.186,0.5239,0.9101,0.5239
"45748",1,3.349,0.8595,1.019,0.5681,0.8664,0.5681
"45749",1,2.843,1.49,0.7959,0.4769,8.318,0.4769
"45750",1,3.792,1.505,0.09594,0.5589,5.919,0.5589
"45751",1,3.283,2.348,0.095,0.378,7.14,0.378
"45752",1,3.912,2.019,1.804,0.5912,1.013,0.5912
"45753",1,3.032,1.342,0.07611,0.5366,11.13,0.5366
"45754",1,3.149,2.292,1.797,0.5096,22.76,0.5096
"45755",1,2.642,0.7658,2.617,0.7216,9.991,0.7216
"45756",1,2.739,1.774,0.541,0.4472,8.99,0.4472
"45757",1,2.914,1.637,2.771,0.5586,4.878,0.5586
"45758",1,2.513,1.526,3.697,0.4743,6.119,0.4743
"45759",1,2.521,1.696,0.9637,0.3041,3.052,0.3041
"45760",1,2.516,1.883,0.8689,0.8104,4.209,0.8104
"45761",1,2.662,2.042,2.783,0.8113,3.942,0.8113
"45762",1,2.488,3.166,0.1657,0.335,2.735,0.335
"45763",1,2.914,1.688,0.4876,0.3016,3.542,0.3016
"45764",1,2.701,2.546,1.081,0.5658,3.28,0.5658
"45765",1,2.575,1.401,0.4551,1.023,3.483,1.023
"45766",1,2.723,1.759,0.1962,0.3423,3.512,0.3423
"45767",1,2.423,2.336,0.3286,0.4522,3.373,0.4522
"45768",1,2.567,0.992,0.239,0.6108,3.458,0.6108
"45769",1,2.187,1.028,0.01459,0.4603,3.326,0.4603
"45770",1,2.576,1.036,0.0326,0.7272,3.238,0.7272
"45771",1,3.153,1.01,0.08113,0.3567,3.461,0.3567
"45772",1,2.398,3.143,1.026,0.2889,3.325,0.2889
"45773",1,3.187,1.387,0.2481,0.7109,3.601,0.7109
"45774",1,3.535,1.855,0.2622,0.7151,3.406,0.7151
"45775",1,2.114,1.387,0.5526,0.3723,3.509,0.3723
"45776",1,3.242,1.108,1.486,0.271,3.376,0.271
"45777",1,2.878,1.778,0.272,0.3794,3.117,0.3794
"45778",1,3.657,1.338,1.758,0.4407,3.657,0.4407
"45779",1,2.605,3.295,0.2498,0.3155,2.712,0.3155
"45780",1,2.65,0.4614,1.04,0.6327,2.706,0.6327
"45781",1,2.725,2.334,0.04049,0.2702,2.769,0.2702
"45782",1,2.466,1.485,47.73,0.7892,3.479,0.7892
"45783",1,2.011,1.029,0.2031,0.618,3.415,0.618
"45784",1,2.206,0.9633,0.6891,0.4848,3.535,0.4848
"45785",1,3.183,1.233,0.08802,0.5481,2.27,0.5481
"45786",1,3.166,1.623,0.5796,0.6546,3.935,0.6546
"45787",1,2.494,2.141,1.743,0.6415,3.452,0.6415
"45788",1,2.522,0.09626,0.2246,0.6086,2.871,0.6086
"45789",1,2.381,0.7293,5.434,0.5647,3.27,0.5647
"45790",1,2.216,0.08235,0.859,0.5145,3.57,0.5145
"45791",1,3.723,1.383,0.5498,0.4737,3.913,0.4737
"45792",1,2.523,5.897,1.966,0.6568,3.715,0.6568
"45793",1,1.496,1.736,0.4984,0.6093,2.811,0.6093
"45794",1,1.009,2.951,4.779,0.5776,1.709,0.5776
"45795",1,4.302,1.084,0.1005,0.6035,4.137,0.6035
"45796",1,1.786,1.912,0.03053,0.6121,3.722,0.6121
"45797",1,2.086,1.485,0.5739,0.5251,4.223,0.5251
"45798",1,2.036,1.342,0.2114,0.5919,10.69,0.5919
"45799",1,1.933,1.503,4.019,0.6778,9.82,0.6778
"45800",1,2.377,1.71,4.862,0.5184,9.375,0.5184
"45801",1,1.996,1.699,0.7281,0.5954,32.41,0.5954
"45802",1,2.487,1.453,0.8444,0.5148,9.006,0.5148
"45803",1,2.789,1.583,3.418,0.3839,0.7455,0.3839
"45804",1,2.496,1.591,2.69,0.5313,0.964,0.5313
"45805",1,2.498,1.648,0.9403,0.3102,26.78,0.3102
"45806",1,2.808,1.608,0.4728,0.4507,0.3541,0.4507
"45807",1,2.755,1.634,0.5332,0.4211,1.745,0.4211
"45808",1,2.495,1.644,1.636,0.5251,1.322,0.5251
"45809",1,2.927,1.579,2.226,0.5474,1.102,0.5474
"45810",1,3.214,1.618,5.109,0.5375,1.198,0.5375
"45811",1,2.85,1.621,1.054,0.4463,0.5491,0.4463
"45812",1,2.588,1.627,7.878,0.5395,0.3071,0.5395
"45813",1,2.928,1.589,2.205,0.6262,1.327,0.6262
"45814",1,2.896,1.627,2.546,0.3885,0.941,0.3885
"45815",1,2.879,1.618,2.065,0.6788,1.009,0.6788
"45816",1,3.446,1.608,1.852,0.7205,1.172,0.7205
"45817",1,2.228,1.615,2.224,0.531,3.335,0.531
"45818",1,2.939,1.632,2.008,0.4505,0.4046,0.4505
"45819",1,2.883,1.62,2.473,0.8334,0.274,0.8334
"45820",1,3.851,1.612,2.089,0.5708,0.02771,0.5708
"45821",1,4.124,1.581,2.595,0.8778,0.3772,0.8778
"45822",1,3.029,1.466,1.946,0.9021,26.85,0.9021
"45823",1,2.919,1.606,1.288,0.6369,0.1686,0.6369
"45824",1,3.563,1.426,1.517,0.4745,21.61,0.4745
"45825",1,3.451,1.59,1.374,0.5093,5.027,0.5093
"45826",1,2.809,1.957,1.46,0.6976,1.493,0.6976
"45827",1,3.71,1.784,1.374,0.3806,1.438,0.3806
"45828",1,2.834,1.789,1.43,0.4311,5.122,0.4311
"45829",1,2.536,1.876,1.436,0.4604,3.129,0.4604
"45830",1,2.558,1.825,1.52,0.3338,2.916,0.3338
"45831",1,2.943,2.072,1.459,0.5047,2.539,0.5047
"45832",1,2.546,2.595,1.404,0.6031,4.733,0.6031
"45833",1,2.587,0.9645,1.32,0.6865,4.88,0.6865
"45834",1,2.678,2.802,1.36,0.4814,11.25,0.4814
"45835",1,2.599,2.317,1.448,0.5434,10.38,0.5434
"45836",1,2.367,1.688,1.291,0.579,5.464,0.579
"45837",1,2.808,1.315,1.29,0.7288,39.9,0.7288
"45838",1,2.609,1.322,1.519,0.5152,5.539,0.5152
"45839",1,2.38,1.83,1.48,0.5358,0.8375,0.5358
"45840",1,2.357,1.369,1.377,0.6645,18.75,0.6645
"45841",1,2.598,1.4,1.366,1.316,0.9064,1.316
"45842",1,2.43,1.288,1.435,0.3274,8.524,0.3274
"45843",1,2.226,1.426,1.353,0.3437,3.448,0.3437
"45844",1,2.172,1.322,1.356,0.3618,0.2197,0.3618
"45845",1,2.399,1.372,1.36,0.4817,1.184,0.4817
"45846",1,2.72,1.412,1.349,0.3704,144.3,0.3704
"45847",1,2.956,1.32,1.407,0.3986,36.54,0.3986
"45848",1,2.393,1.333,1.405,0.4521,0.06077,0.4521
"45849",1,2.861,1.329,1.362,0.7389,3.012,0.7389
"45850",1,2.488,1.189,1.396,0.3837,40.22,0.3837
"45851",1,2.693,1.261,1.433,1.288,2.625,1.288
"45852",1,3.013,1.47,1.402,0.603,0.5597,0.603
"45853",1,3.259,1.375,1.467,2.197,0.4598,2.197
"45854",1,3.475,1.433,1.483,0.6126,0.8411,0.6126
"45855",1,4.433,1.503,1.54,0.2684,6.239,0.2684
"45856",1,6.957,1.416,1.507,0.2615,31.53,0.2615
"45857",1,4.475,1.101,1.472,0.4469,0.08527,0.4469
"45858",1,3.364,0.9757,1.416,0.7435,13.95,0.7435
"45859",1,3.618,0.9259,1.439,0.3716,5.137,0.3716
"45860",1,2.539,0.79,1.402,0.6825,1.602,0.6825
"45861",1,3.269,1.029,1.459,0.4992,25.16,0.4992
"45862",1,3.838,0.7127,1.402,0.3409,2.886,0.3409
"45863",1,3.771,1.316,1.345,0.8676,6.799,0.8676
"45864",1,3.267,1.133,1.384,0.4279,4.897,0.4279
"45865",1,3.481,1.661,1.42,0.6437,0.8895,0.6437
"45866",1,4.572,1.045,1.345,0.5002,2.373,0.5002
"45867",1,4.025,1.143,1.334,0.3726,2.07,0.3726
"45868",1,5.455,1.552,1.362,0.4233,2.644,0.4233
"45869",1,1.894,1.422,1.353,0.5182,2.592,0.5182
"45870",1,3.063,1.352,1.353,0.5692,5.635,0.5692
"45871",1,2.969,1.329,1.339,0.895,0.3549,0.895
"45872",1,2.857,1.26,1.312,0.5759,5.677,0.5759
"45873",1,3.117,1.342,1.355,0.4722,2.109,0.4722
"45874",1,3.055,1.448,1.266,0.4903,0.3545,0.4903
"45875",1,2.584,0.7997,1.454,0.4426,2.213,0.4426
"45876",1,2.72,1.044,1.266,0.492,2.632,0.492
"45877",1,2.73,1.039,1.386,0.4954,2.271,0.4954
"45878",1,2.576,1.109,1.463,0.4937,1.543,0.4937
"45879",1,2.638,1.267,1.245,0.5001,1.776,0.5001
"45880",1,2.47,0.8268,1.299,0.3875,0.2716,0.3875
"45881",1,2.78,0.949,1.299,0.4363,1.23,0.4363
"45882",1,2.582,1.362,1.465,0.7816,4.258,0.7816
"45883",1,2.545,1.46,1.521,0.6321,0.7111,0.6321
"45884",1,2.661,0.6826,1.63,0.5842,0.8774,0.5842
"45885",1,2.727,1.705,1.622,0.5703,0.9875,0.5703
"45886",1,2.723,1.32,1.545,0.4754,0.6715,0.4754
"45887",1,2.659,0.8946,1.436,0.4577,0.9627,0.4577
"45888",1,2.605,1.089,1.286,0.7019,1.228,0.7019
