"","MI","Ischemic stroke","Death (all causes)","Transient ischemic attack (TIA)","Clinically relevant bleeding","SE","ICH"
"1245",1,13.84,1.261,1.316,0.5822,0.73,0.5822
"1246",1,0.1474,1.254,1.259,0.5377,7.148,0.5377
"1247",1,5.011,1.259,0.9502,0.4393,2.571,0.4393
"1248",1,1.501,1.314,1.075,0.4512,2.018,0.4512
"1249",1,2.609,1.4,1.222,0.4564,5.391,0.4564
"1250",1,2.728,1.393,1.296,0.5019,10.31,0.5019
"1251",1,4.261,1.327,1.154,0.5106,1.159,0.5106
"1252",1,3.197,1.419,1.103,0.4596,4.407,0.4596
"1253",1,3.587,1.398,1.088,0.5578,11.25,0.5578
"1254",1,2.434,1.445,1.088,0.5148,4.58,0.5148
"1255",1,2.662,1.481,1.094,0.5009,3.495,0.5009
"1256",1,0.8432,1.486,1.182,0.4306,4.255,0.4306
"1257",1,1.277,1.405,1.118,0.3721,3.719,0.3721
"1258",1,10.27,1.332,1.069,0.4221,3.596,0.4221
"1259",1,3.571,1.534,1.12,0.4505,3.195,0.4505
"1260",1,3.299,1.373,1.119,0.403,4.004,0.403
"1261",1,3.027,1.546,1.073,0.5345,3.605,0.5345
"1262",1,2.091,1.706,1.007,0.4685,3.288,0.4685
"1263",1,1.828,1.721,0.996,0.2774,2.965,0.2774
"1264",1,2.671,1.446,1.076,0.897,2.987,0.897
"1265",1,2.7,1.485,1.028,0.8818,2.536,0.8818
"1266",1,2.278,1.594,1.189,0.2887,2.177,0.2887
"1267",1,2.68,1.548,1.137,0.4139,2.151,0.4139
"1268",1,4.007,1.475,1.219,0.2798,1.985,0.2798
"1269",1,2.714,1.473,1.275,0.2642,3.576,0.2642
"1270",1,2.617,1.592,1.187,0.2854,1.463,0.2854
"1271",1,2.785,1.59,1.178,0.3733,1.148,0.3733
"1272",1,3.276,1.568,1.165,0.387,0.4836,0.387
"1273",1,2.605,1.533,1.163,0.3815,0.1928,0.3815
"1274",1,2.819,1.564,1.155,0.4247,33.74,0.4247
"1275",1,2.63,1.459,1.234,0.4829,0.8583,0.4829
"1276",1,2.686,1.462,1.141,0.5716,34.77,0.5716
"1277",1,3.097,1.498,1.16,0.5217,3.726,0.5217
"1278",1,2.956,1.509,1.126,0.5381,3.846,0.5381
"1279",1,2.498,1.493,1.188,0.4814,5.729,0.4814
"1280",1,2.551,1.502,1.179,0.53,0.9632,0.53
"1281",1,3.175,1.452,1.123,0.4928,1.233,0.4928
"1282",1,2.864,1.408,1.268,0.4862,0.5989,0.4862
"1283",1,2.798,1.487,1.168,0.4751,0.8173,0.4751
"1284",1,2.615,1.352,1.097,0.4912,2.27,0.4912
"1285",1,2.666,1.415,1.27,0.4558,1.264,0.4558
"1286",1,2.27,1.362,1.046,0.5378,4.167,0.5378
"1287",1,2.011,1.332,1.187,0.5389,1.41,0.5389
"1288",1,2.428,1.394,1.248,0.4755,1.577,0.4755
"1289",1,2.65,1.667,1.174,0.5146,1.925,0.5146
"1290",1,2.088,1.452,1.31,0.5328,4.735,0.5328
"1291",1,2.742,1.732,1.209,0.554,2.546,0.554
"1292",1,2.507,1.32,1.263,0.5429,4.226,0.5429
"1293",1,2.715,1.869,1.248,0.4084,1.683,0.4084
"1294",1,2.296,1.894,1.225,0.7701,1.327,0.7701
"1295",1,3.184,1.328,1.55,0.615,0.7479,0.615
"1296",1,3.422,1.296,0.7954,0.7093,76.54,0.7093
"1297",1,3.242,1.064,0.8954,0.7236,0.9492,0.7236
"1298",1,2.75,0.8834,1.207,0.5611,0.1921,0.5611
"1299",1,2.795,0.8306,2.048,0.7915,0.8355,0.7915
"1300",1,2.871,2.601,1.233,0.5564,2.73,0.5564
"1301",1,2.782,1.774,1.626,0.7786,5.107,0.7786
"1302",1,2.492,0.7247,1.787,0.6236,4.333,0.6236
"1303",1,4.07,1.026,2.368,0.5571,2.927,0.5571
"1304",1,2.447,1.661,1.855,0.7102,4.575,0.7102
"1305",1,3.723,0.8818,1.316,0.6148,0.3599,0.6148
"1306",1,3.496,1.513,1.817,0.4507,1.999,0.4507
"1307",1,3.917,1.831,2.125,0.6528,0.2542,0.6528
"1308",1,3.31,1.441,1.383,0.4305,0.4485,0.4305
"1309",1,3.607,1.572,1.196,0.48,3.235,0.48
"1310",1,4.15,0.7549,2.401,0.5374,0.9777,0.5374
"1311",1,3.431,1.455,1.172,0.6399,1.492,0.6399
"1312",1,3.435,1.26,1.546,0.5489,1.638,0.5489
"1313",1,3.91,1.381,1.828,0.3529,0.3458,0.3529
"1314",1,3.345,1.83,1.802,0.8135,1.465,0.8135
"1315",1,3.467,4.294,2.155,0.5199,0.3244,0.5199
"1316",1,3.881,2.368,1.019,1.095,8.219,1.095
"1317",1,3.146,1.742,0.5354,0.4904,0.2807,0.4904
"1318",1,2.278,1.055,0.9689,0.7358,8.118,0.7358
"1319",1,2.845,1.875,0.2514,0.5173,3.831,0.5173
"1320",1,2.502,2.365,0.05364,0.393,1.308,0.393
"1321",1,3.028,2.114,0.1769,0.2954,2.655,0.2954
"1322",1,2.476,1.879,22.82,0.4461,8.91,0.4461
"1323",1,4.217,2.286,0.1197,0.417,4.227,0.417
"1324",1,4.171,2.106,2.658,0.3246,1.137,0.3246
"1325",1,4.513,0.4996,1.094,0.4128,1.771,0.4128
"1326",1,3.891,1.307,0.3233,0.4643,3.862,0.4643
"1327",1,2.126,1.322,0.3183,0.394,2.525,0.394
"1328",1,3.222,1.033,1.942,0.4951,1508,0.4951
"1329",1,2.797,1.513,0.873,0.5665,64.13,0.5665
"1330",1,2.42,1.655,0.03365,0.4418,1.486,0.4418
"1331",1,3.487,2.094,0.03907,0.3806,1.58,0.3806
"1332",1,3.122,1.512,0.02422,0.6708,66.74,0.6708
"1333",1,6.742,1.89,5.655,0.5572,0.6126,0.5572
"1334",1,3.755,2.204,0.0353,0.9945,34.83,0.9945
"1335",1,4.621,2.422,0.1791,0.514,0.1995,0.514
"1336",1,3.609,2.234,0.255,0.4493,0.4604,0.4493
"1337",1,3.648,1.579,0.09244,0.4778,0.8763,0.4778
"1338",1,2.659,1.372,0.004138,0.6149,6.776,0.6149
"1339",1,2.82,2.167,0.2244,0.4993,3.101,0.4993
"1340",1,2.925,2.068,1.112e-05,0.4923,5.206,0.4923
"1341",1,3.054,2.285,0.004487,0.4623,10.25,0.4623
"1342",1,3.075,1.869,0.4189,0.4945,2.089,0.4945
"1343",1,3.057,1.778,0.04019,0.47,1.616,0.47
"1344",1,3.039,14.37,0.00565,0.383,1.967,0.383
"1345",1,2.98,0.104,2.519,0.2934,5.292,0.2934
"1346",1,3.002,1.684,0.09582,0.5241,6.592,0.5241
"1347",1,3.106,1.713,0.003106,0.4946,6.911,0.4946
"1348",1,3.049,1.12,0.01014,0.7244,2.479,0.7244
"1349",1,2.975,1.64,0.0004554,0.5886,6.487,0.5886
"1350",1,3.074,1.278,0.04239,0.5232,4.866,0.5232
"1351",1,3.05,1.068,0.0442,0.5575,0.9646,0.5575
"1352",1,3.092,0.5184,0.0009808,0.5206,0.6105,0.5206
"1353",1,3.187,1.678,0.02144,0.6012,0.351,0.6012
"1354",1,3.162,0.9695,0.4045,0.4728,0.2747,0.4728
"1355",1,3.069,2.627,0.05174,0.4775,0.2305,0.4775
"1356",1,3.129,1.182,0.02756,0.5098,14.16,0.5098
"1357",1,3.127,1.679,0.3091,0.6219,10.55,0.6219
"1358",1,3.157,2.545,1.879,0.6074,0.07576,0.6074
"1359",1,3.076,2.047,0.0849,0.6193,5.14,0.6193
"1360",1,3.133,1.246,0.0498,0.6049,0.448,0.6049
"1361",1,3.129,1.429,1.386,0.3953,1043,0.3953
"1362",1,3.145,3.089,0.1405,0.504,0.7757,0.504
"1363",1,3.135,1.001,0.0697,0.6887,3.618,0.6887
"1364",1,3.041,1.083,3.407,0.4414,1.767,0.4414
"1365",1,3.106,0.9278,0.1603,0.5282,1.766,0.5282
"1366",1,3.136,1.399,18.66,0.5063,1.594,0.5063
"1367",1,3.013,1.631,0.08023,0.4805,2.092,0.4805
"1368",1,3.06,2.111,4.488,0.4496,0.01056,0.4496
"1369",1,3.097,1.411,15,0.5124,0.113,0.5124
"1370",1,2.946,1.373,0.2871,0.4584,7.124,0.4584
"1371",1,2.908,0.9759,3.6,0.4808,1.236,0.4808
"1372",1,2.943,0.6844,0.5146,0.495,6.903,0.495
"1373",1,2.934,0.2303,8.128,0.5334,1.781,0.5334
"1374",1,2.977,10,1.813,0.4935,1.206,0.4935
"1375",1,2.923,0.3926,1.459,0.4825,2.346,0.4825
"1376",1,2.973,2.834,1.384,0.4994,2.987,0.4994
"1377",1,2.913,1.72,0.2377,0.5292,1.469,0.5292
"1378",1,2.876,1.624,0.7621,0.499,5.022,0.499
"1379",1,2.876,1.584,1.129,0.5409,0.8184,0.5409
"1380",1,2.913,0.9856,0.9526,0.4786,3.284,0.4786
"1381",1,2.911,1.208,1.338,0.5226,6.697,0.5226
"1382",1,2.925,2.065,0.8658,0.5626,1.011,0.5626
"1383",1,2.846,0.9546,0.9554,0.5066,2.32,0.5066
"1384",1,2.957,1.657,0.6576,0.4889,3.748,0.4889
"1385",1,2.873,1.247,1.004,0.5252,1.353,0.5252
"1386",1,2.881,1.238,0.9101,0.521,1.083,0.521
"1387",1,2.887,1.121,0.5981,0.5882,3.007,0.5882
"1388",1,2.847,1.264,0.6794,0.5664,2.148,0.5664
"1389",1,2.891,1.296,0.5909,0.5217,0.7157,0.5217
"1390",1,2.883,1.144,1.459,0.5698,7.825,0.5698
"1391",1,2.897,1.265,0.06897,0.5171,7.982,0.5171
"1392",1,2.844,1.191,0.2893,0.5958,3.38,0.5958
"1393",1,2.87,1.435,0.03293,0.5405,3.49,0.5405
"1394",1,2.86,1.342,1.182,0.5523,1.041,0.5523
"1395",1,2.876,1.047,0.04488,0.5948,4.03,0.5948
"1396",1,2.887,1.262,2.105,0.5938,0.05099,0.5938
"1397",1,2.879,1.194,4.236,0.5441,0.9258,0.5441
"1398",1,2.899,1.212,3.527,0.4882,6.465,0.4882
"1399",1,2.893,1.318,1.15,0.3598,8.903,0.3598
"1400",1,2.887,1.261,1.886,0.4427,0.3563,0.4427
"1401",1,2.801,1.179,5.465,0.7124,15.96,0.7124
"1402",1,2.88,1.253,67.51,0.647,9.026,0.647
"1403",1,2.862,1.19,2.878,0.6804,1.287,0.6804
"1404",1,2.87,1.179,2.053,0.7021,7.476,0.7021
"1405",1,2.854,1.185,0.9487,0.6492,1.096,0.6492
"1406",1,2.87,1.01,0.391,0.5749,1.035,0.5749
"1407",1,2.854,1.077,0.9121,0.6194,0.7457,0.6194
"1408",1,2.867,1.095,1.177,0.6414,1.076,0.6414
"1409",1,2.864,1.06,1.053,0.6111,0.4806,0.6111
"1410",1,2.871,1.232,1.295,0.5667,0.6132,0.5667
"1411",1,2.859,1.114,1.275,0.5444,1.086,0.5444
"1412",1,2.882,1.195,1.147,0.5109,5.134,0.5109
"1413",1,2.873,0.7918,1.434,0.4227,2.31,0.4227
"1414",1,2.87,1.211,1.784,0.5451,10.1,0.5451
"1415",1,2.877,1.434,3.768,0.5196,2.11,0.5196
"1416",1,2.874,1.157,1.825,0.5054,3.712,0.5054
"1417",1,2.869,1.037,0.4794,0.4566,18.03,0.4566
"1418",1,2.867,1.237,2.944,0.4941,1.81,0.4941
"1419",1,2.865,1.243,1.291,0.5182,2.536,0.5182
"1420",1,2.867,1.116,0.4839,0.4975,2.478,0.4975
"1421",1,2.874,1.356,2.221,0.5309,79.94,0.5309
"1422",1,2.85,1.488,3.884,0.4607,13.92,0.4607
"1423",1,2.879,1.719,1.01,0.4978,0.2865,0.4978
"1424",1,2.877,2.041,1.106,0.4994,0.2518,0.4994
"1425",1,2.869,1.748,1.075,0.5245,2.915,0.5245
"1426",1,2.875,1.486,0.1904,0.4748,5.867,0.4748
"1427",1,2.874,1.963,0.6464,0.5521,8.106,0.5521
"1428",1,2.872,1.34,3.259,0.2785,43.35,0.2785
"1429",1,2.879,1.514,2.061,0.3393,5.316,0.3393
"1430",1,2.848,1.755,0.3853,0.3378,26.79,0.3378
"1431",1,2.88,1.214,1.745,0.5073,4.116,0.5073
"1432",1,2.873,1.432,1.957,0.5578,9.125,0.5578
"1433",1,2.872,1.454,3.951,0.6973,5.585,0.6973
"1434",1,2.878,1.487,3.521,0.9127,5.721,0.9127
"1435",1,2.875,1.517,5.086,0.7294,4.691,0.7294
"1436",1,2.881,1.436,3.207,0.4273,6.846,0.4273
"1437",1,2.87,1.415,2.543,0.5574,7.609,0.5574
"1438",1,2.867,1.422,2.853,0.7951,5.266,0.7951
"1439",1,2.872,1.34,3.319,0.7088,4.691,0.7088
"1440",1,2.87,1.41,3.057,0.5307,7.292,0.5307
"1441",1,2.874,1.538,1.455,0.6569,7.114,0.6569
"1442",1,2.871,1.579,3.554,0.4345,6.84,0.4345
"1443",1,2.871,1.569,3.124,0.6481,5.764,0.6481
"1444",1,2.87,1.679,3.579,0.5869,7.135,0.5869
"1445",1,2.874,1.508,4.049,0.5723,4.908,0.5723
"1446",1,2.871,1.57,2.376,0.5811,3.494,0.5811
"1447",1,2.867,1.565,1.671,0.5722,3.713,0.5722
"1448",1,2.87,1.62,8.256,0.6114,3.618,0.6114
"1449",1,2.86,1.514,2.704,0.6449,0.8252,0.6449
"1450",1,2.873,1.445,8.568,0.636,1.442,0.636
"1451",1,2.872,1.699,10.08,0.6466,4.957,0.6466
"1452",1,2.876,1.401,25.99,0.8526,3.515,0.8526
"1453",1,2.866,1.417,5.753,0.743,5.865,0.743
"1454",1,2.868,1.682,7.072,0.6519,0.5835,0.6519
"1455",1,2.871,1.442,13.06,0.6314,2.196,0.6314
"1456",1,2.87,1.471,7.527,0.6521,2.722,0.6521
"1457",1,2.866,1.485,4.552,0.6814,4.538,0.6814
"1458",1,2.87,1.226,4.346,0.636,2.939,0.636
"1459",1,2.871,1.279,3.635,0.6699,4.068,0.6699
"1460",1,2.872,1.352,1.443,0.7548,4.183,0.7548
"1461",1,2.87,1.374,1.691,0.3164,4.302,0.3164
"1462",1,2.871,1.388,0.6656,0.8624,4.927,0.8624
"1463",1,2.868,1.407,0.2617,1.67,4.85,1.67
"1464",1,2.862,1.595,4.06,1.089,4.942,1.089
"1465",1,2.871,1.485,4.884,0.5991,4.378,0.5991
"1466",1,2.865,1.44,1.943,0.7011,4.548,0.7011
"1467",1,2.866,1.462,1.555,0.7713,4.727,0.7713
"1468",1,2.869,1.346,3.061,0.6699,4.306,0.6699
"1469",1,2.866,1.325,6.309,0.5519,4.314,0.5519
"1470",1,2.869,1.333,0.04839,0.4915,4.436,0.4915
"1471",1,2.869,1.443,0.04082,0.4074,4.544,0.4074
"1472",1,2.869,1.381,202.4,0.4285,4.701,0.4285
"1473",1,2.872,1.255,10.35,0.3668,1.45,0.3668
"1474",1,2.87,1.138,0.7429,0.4388,8.073,0.4388
"1475",1,2.875,1.207,4.666,0.5555,4.924,0.5555
"1476",1,2.866,1.283,2.788,0.4686,3.941,0.4686
"1477",1,2.862,1.636,9.798,0.4686,4.692,0.4686
"1478",1,2.867,1.095,0.8725,0.5035,4.535,0.5035
"1479",1,2.871,1.397,6.506,0.5523,4.132,0.5523
"1480",1,2.883,1.89,2.521,0.4511,3.467,0.4511
"1481",1,2.869,1.378,4.882,0.4706,0.807,0.4706
"1482",1,2.874,1.157,2.993,0.438,0.07084,0.438
"1483",1,2.88,0.8075,4.377,0.5114,12.89,0.5114
"1484",1,2.878,1.511,1.888,0.4617,177.9,0.4617
"1485",1,2.885,3.05,3.206,0.4614,4832,0.4614
"1486",1,2.879,3.587,8.373,0.5494,0.2091,0.5494
"1487",1,2.875,2.532,3.005,0.4048,0.6744,0.4048
"1488",1,2.873,1.478,1.499,0.4745,0.4792,0.4745
"1489",1,2.871,1.607,2.526,0.4963,3.39,0.4963
"1490",1,2.866,1.558,15.19,0.4176,3.205,0.4176
"1491",1,2.863,1.486,7.336,0.3699,1.199,0.3699
"1492",1,2.871,1.413,7.147,0.4741,7.874,0.4741
"1493",1,2.877,1.742,3.099,0.5199,0.4796,0.5199
"1494",1,2.871,1.465,6.289,0.4022,4.024,0.4022
"1495",1,2.868,1.167,8.357,0.358,0.7015,0.358
"1496",1,2.867,1.295,6.213,0.5143,0.9823,0.5143
"1497",1,2.87,0.8936,6.813,0.5319,4.319,0.5319
"1498",1,2.87,1.754,5.22,0.3755,1.288,0.3755
"1499",1,2.871,1.511,5.635,0.4148,0.3467,0.4148
"1500",1,2.868,0.8206,1.24,0.4712,33.83,0.4712
"1501",1,2.865,1.296,3.575,0.4549,1.672,0.4549
"1502",1,2.871,0.2421,3.288,0.4252,5.891,0.4252
"1503",1,2.871,0.3459,2.803,0.4201,2.406,0.4201
"1504",1,2.873,0.6923,14.64,0.4122,0.5845,0.4122
"1505",1,2.871,1.711,8.036,0.4038,1.847,0.4038
"1506",1,2.872,1.808,4.37,0.4409,0.6008,0.4409
"1507",1,2.872,0.7753,2.975,0.3581,1.044,0.3581
"1508",1,2.873,1.15,3.109,0.37,2.573,0.37
"1509",1,2.872,1.462,4.165,0.673,1.471,0.673
"1510",1,2.871,3.298,3.737,0.3776,1.14,0.3776
"1511",1,2.866,0.5279,5.364,0.3504,1.393,0.3504
"1512",1,2.871,1.348,4.592,0.7523,1.565,0.7523
"1513",1,2.869,4.108,3.659,0.4843,0.9694,0.4843
"1514",1,2.872,0.66,7.251,0.5236,3.117,0.5236
"1515",1,2.874,0.7451,1.636,0.4534,2.708,0.4534
"1516",1,2.871,1.871,4.673,0.4926,0.9753,0.4926
"1517",1,2.872,2.04,4.063,0.6839,0.9621,0.6839
"1518",1,2.874,1.067,3.767,0.7161,1.839,0.7161
"1519",1,2.87,1.475,4.16,0.5847,4.998,0.5847
"1520",1,2.868,1.681,4.171,0.1075,2.552,0.1075
"1521",1,2.87,1.988,3.654,0.1887,1.927,0.1887
"1522",1,2.87,1.301,4.276,0.4178,1.299,0.4178
"1523",1,2.868,1.689,1.384,0.208,0.9952,0.208
"1524",1,2.87,1.426,3.81,0.09702,0.6721,0.09702
"1525",1,2.871,1.426,2.943,0.1371,3.829,0.1371
"1526",1,2.869,1.202,3.378,0.5191,2.322,0.5191
"1527",1,2.87,1.224,2.901,0.09101,2.21,0.09101
"1528",1,2.871,1.136,3.208,0.3878,1.927,0.3878
"1529",1,2.871,1.239,2.077,0.5318,5.93,0.5318
"1530",1,2.87,1.146,4.571,0.3614,0.7461,0.3614
"1531",1,2.871,1.515,2.582,0.6039,0.04187,0.6039
"1532",1,2.871,1.69,1.737,0.4604,0.2002,0.4604
"1533",1,2.868,1.918,1.731,0.3418,1.927,0.3418
"1534",1,2.871,1.273,2.366,0.3188,1.18,0.3188
"1535",1,2.871,1.54,2.298,0.4821,0.01668,0.4821
"1536",1,2.87,1.234,2.898,0.3162,0.6153,0.3162
"1537",1,2.872,1.13,1.418,0.3688,1.052,0.3688
"1538",1,2.87,1.29,3.719,0.5133,0.03174,0.5133
"1539",1,2.869,1.245,1.752,0.2753,0.001121,0.2753
"1540",1,2.873,1.015,1.045,0.6339,60.21,0.6339
"1541",1,2.872,1.901,1.364,0.9338,0.03238,0.9338
"1542",1,2.873,1.131,1.341,0.6331,0.00147,0.6331
"1543",1,2.872,1.183,1.581,0.9963,0.05263,0.9963
"1544",1,2.884,2.664,0.662,0.2711,0.01743,0.2711
"1545",1,2.861,2.539,3.344,0.3209,0.6462,0.3209
"1546",1,2.869,0.3612,0.7906,0.4669,0.3086,0.4669
"1547",1,2.871,0.6766,0.22,0.4941,0.3391,0.4941
"1548",1,2.871,1.669,5.623,0.6797,1.129,0.6797
"1549",1,2.863,0.7855,1.328,0.3529,0.274,0.3529
"1550",1,2.871,1.401,3.522,0.7561,0.9961,0.7561
"1551",1,2.864,0.3799,10.14,0.7572,0.5767,0.7572
"1552",1,2.874,1.63,1.235,0.5442,0.6001,0.5442
"1553",1,2.873,0.418,0.5263,0.5219,1.246,0.5219
"1554",1,2.87,1.118,1.074,0.2561,3.606,0.2561
"1555",1,2.872,1.178,1.069,0.2806,0.3218,0.2806
"1556",1,2.874,1.021,2.325,2.294,0.5701,2.294
"1557",1,2.875,1.279,243.5,0.868,0.4027,0.868
"1558",1,2.871,1.434,0.0004815,0.4846,0.5983,0.4846
"1559",1,2.876,2.049,16.46,0.5653,0.1977,0.5653
"1560",1,2.874,2.047,7.784,0.5575,0.534,0.5575
"1561",1,2.877,1.423,0.7725,0.5791,0.6617,0.5791
"1562",1,2.88,1.313,0.8275,0.6284,0.4232,0.6284
"1563",1,2.875,1.774,0.6924,0.601,0.3689,0.601
"1564",1,2.88,1.446,0.8633,0.572,0.3964,0.572
"1565",1,2.877,1.159,0.6835,0.625,4.91,0.625
"1566",1,2.874,1.562,1.369,0.5945,2.651,0.5945
"1567",1,2.874,1.237,0.6702,0.5686,0.6291,0.5686
"1568",1,2.878,1.241,1.041,0.606,0.2647,0.606
"1569",1,2.875,0.8727,3.369,0.605,0.3142,0.605
"1570",1,2.875,1.242,2.896,0.5825,0.9145,0.5825
"1571",1,2.878,1.192,0.7473,0.6205,0.3636,0.6205
"1572",1,2.875,1.066,0.716,0.4751,0.3367,0.4751
"1573",1,2.875,1.419,1.487,0.5723,0.9198,0.5723
"1574",1,2.877,1.437,1.43,0.5985,1.713,0.5985
"1575",1,2.878,1.363,1.305,0.5006,0.1817,0.5006
"1576",1,2.872,1.291,1.018,0.4784,0.7239,0.4784
"1577",1,2.872,1.255,0.3819,0.5412,0.1216,0.5412
"1578",1,2.878,1.44,1.338,0.5167,4.731,0.5167
"1579",1,2.876,1.539,0.4278,0.6157,1.84,0.6157
"1580",1,2.878,1.829,1.323,0.4681,1.5,0.4681
"1581",1,2.876,2.012,0.302,0.404,0.9516,0.404
"1582",1,2.875,1.637,8.461,0.5113,0.9076,0.5113
"1583",1,2.874,1.608,2.504,0.4611,1.945,0.4611
"1584",1,2.878,1.224,1.777,0.4661,0.01254,0.4661
"1585",1,2.876,1.439,0.4361,0.457,1.463,0.457
"1586",1,2.877,0.765,0.9007,0.5069,12.93,0.5069
"1587",1,2.877,3.872,1.442,0.5083,25.63,0.5083
"1588",1,2.873,2.236,1.115,0.5095,23.44,0.5095
"1589",1,2.877,0.3693,1.351,0.5249,0.4204,0.5249
"1590",1,2.876,2.377,1.207,0.5206,3.827,0.5206
"1591",1,2.878,1.829,1.997,0.4673,1.911,0.4673
"1592",1,2.877,3.45,1.053,0.4907,1.054,0.4907
"1593",1,2.875,9.666,0.2667,0.5198,0.2265,0.5198
"1594",1,2.877,2.606,0.3293,0.4845,3.113,0.4845
"1595",1,2.882,0.7382,0.1416,0.4915,11.88,0.4915
"1596",1,2.879,4.051,1.147,0.5179,1.633,0.5179
"1597",1,2.878,3.278,0.4248,0.4622,1.777,0.4622
"1598",1,2.879,2.303,0.6774,0.4928,0.4155,0.4928
"1599",1,2.875,1.928,1.255,0.4958,0.4859,0.4958
"1600",1,2.876,1.531,0.9163,0.4431,0.7394,0.4431
"1601",1,2.873,1.003,12.15,0.5285,0.7617,0.5285
"1602",1,2.876,1.762,0.001931,0.5798,0.575,0.5798
"1603",1,2.873,1.482,0.1584,0.7447,0.1118,0.7447
"1604",1,2.871,1.602,9.667,0.5896,10.74,0.5896
"1605",1,2.879,1.052,1.872,0.3724,6.23,0.3724
"1606",1,2.88,1.438,1.522,0.5366,2.443,0.5366
"1607",1,2.876,1.739,3.361,0.436,1.88,0.436
"1608",1,2.884,0.7837,2.21,0.4094,1.493,0.4094
"1609",1,2.872,1.517,0.4199,0.4468,0.9767,0.4468
"1610",1,2.876,1.603,0.5599,0.4778,0.7862,0.4778
"1611",1,2.877,1.219,0.02459,0.3899,0.05057,0.3899
"1612",1,2.869,1.61,2.068,0.3594,1.095,0.3594
"1613",1,2.877,1.208,1.325,0.4314,3.611,0.4314
"1614",1,2.875,1.121,2.338,0.3305,2.352,0.3305
"1615",1,2.872,1.296,1.472,0.4783,0.7611,0.4783
"1616",1,2.875,1.093,1.334,0.5336,0.8696,0.5336
"1617",1,2.866,1.423,5.175,0.3926,1.845,0.3926
"1618",1,2.871,1.158,4.773,0.2516,2.641,0.2516
"1619",1,2.873,1.286,0.05118,0.3506,1.505,0.3506
"1620",1,2.865,0.5786,3.243,0.2093,1.866,0.2093
"1621",1,2.881,1.544,2.8,0.1405,1.53,0.1405
"1622",1,2.871,1.105,2.479,0.2981,2.943,0.2981
"1623",1,2.869,1.485,1.767,0.3853,2.309,0.3853
"1624",1,2.872,1.488,12.78,0.1894,1.961,0.1894
"1625",1,2.874,0.9199,7.311,0.4047,2.836,0.4047
"1626",1,2.871,1.738,1.782,0.1755,2.134,0.1755
"1627",1,2.872,1.368,0.9703,0.114,1.222,0.114
"1628",1,2.873,1.487,0.6187,0.05621,4.266,0.05621
"1629",1,2.875,1.449,0.7209,0.06854,3.878,0.06854
"1630",1,2.89,1.379,1.18,1.05,3.605,1.05
"1631",1,2.871,1.429,0.8872,0.02856,1.413,0.02856
"1632",1,2.868,1.421,2.908,1.768,6.685,1.768
"1633",1,2.875,1.677,4.413,0.3151,1.153,0.3151
"1634",1,2.868,1.41,1.825,0.1357,2.811,0.1357
"1635",1,2.875,1.511,0.9852,0.3831,0.3078,0.3831
"1636",1,2.871,1.389,0.3428,0.4029,2.291,0.4029
"1637",1,2.872,1.188,2.358,0.3615,1.538,0.3615
"1638",1,2.875,1.411,0.501,0.1359,1.529,0.1359
"1639",1,2.873,1.534,0.4664,4.786,10.7,4.786
"1640",1,2.873,1.557,0.2696,0.06698,2.645,0.06698
"1641",1,2.873,1.757,0.3364,0.23,6.527,0.23
"1642",1,2.87,1.663,0.7319,0.3314,6.595,0.3314
"1643",1,2.873,1.706,0.1482,0.591,3.6,0.591
"1644",1,2.878,1.634,0.3748,0.2595,8.277,0.2595
"1645",1,2.866,1.639,0.4412,0.3847,3.192,0.3847
"1646",1,2.864,1.611,3.86,0.3282,1.839,0.3282
"1647",1,2.876,1.877,1.993,0.6651,1.477,0.6651
"1648",1,2.868,1.936,1.141,0.3367,2.812,0.3367
"1649",1,2.869,1.882,0.9625,0.3988,1.271,0.3988
"1650",1,2.874,2.092,2.913,0.3366,129.8,0.3366
"1651",1,2.869,1.905,2.226,0.2001,4.967,0.2001
"1652",1,2.868,1.897,1.099,0.2502,0.8001,0.2502
"1653",1,2.873,1.855,2.878,0.2966,0.6079,0.2966
"1654",1,2.864,2.103,1.751,0.5513,1.459,0.5513
"1655",1,2.861,1.961,1.634,0.4474,1.29,0.4474
"1656",1,2.873,1.815,0.794,0.4649,0.4493,0.4649
"1657",1,2.872,1.914,1.109,0.2112,4.631,0.2112
"1658",1,2.872,1.817,0.433,0.5721,3.137,0.5721
"1659",1,2.864,1.807,0.587,0.4332,1.926,0.4332
"1660",1,2.867,1.818,0.8068,0.5002,0.6185,0.5002
"1661",1,2.875,1.738,0.5232,0.7105,2.414,0.7105
"1662",1,2.865,1.754,0.2145,0.5903,1.819,0.5903
"1663",1,2.873,1.486,0.3127,0.333,0.9793,0.333
"1664",1,2.868,1.624,0.279,0.4846,0.3358,0.4846
"1665",1,2.871,1.437,0.6062,0.5509,32.34,0.5509
"1666",1,2.867,1.338,0.3589,0.7092,0.6405,0.7092
"1667",1,2.871,1.542,0.7462,0.6825,3.166,0.6825
"1668",1,2.872,1.9,0.934,0.5964,7.066,0.5964
"1669",1,2.859,1.231,0.5896,0.4856,1.39,0.4856
"1670",1,2.87,1.654,0.7787,0.5442,1.023,0.5442
"1671",1,2.87,1.415,0.6452,0.5614,0.2278,0.5614
"1672",1,2.874,1.122,1.65,0.5981,2.749,0.5981
"1673",1,2.866,1.869,1.898,0.4053,0.07237,0.4053
"1674",1,2.869,1.71,0.77,0.5595,0.3249,0.5595
